time,max_temp,min_temp,daylight_duration,sunshine_duration,precipitation_sum,wind_speed_10m_max,mean_temp,cloud_cover_mean,relative_humidity_2m_mean,pressure_msl_mean
06/01/2026,-1.7,-3.7,31043.66,6732,9.8,14.1,-2.5,99,88,1013.2
07/01/2026,-2,-5.3,31129.17,0,3.7,10.1,-3,100,89,1013
08/01/2026,-4.2,-8.1,31219.59,26818.05,0,20.2,-6.2,31,81,1009.9
09/01/2026,-4.9,-13.4,31314.73,0,1.9,11.9,-8.3,73,87,1006.8
10/01/2026,-3,-7.1,31414.38,1525.88,0.3,8.8,-5,100,91,1004.4
11/01/2026,-2.8,-8.8,31518.37,27159.33,0,22.4,-5.4,49,76,1016.6
12/01/2026,-4.2,-8.2,31626.49,21347.66,0,21,-6.4,49,72,1021.6
13/01/2026,-5.2,-7.4,31738.56,5316.45,3.5,7.3,-6,92,88,1021
14/01/2026,-3.7,-6.8,31854.39,0,0,8,-5.1,97,93,1023.5
15/01/2026,-1.6,-5.6,31973.79,0,0.3,7.2,-2.9,97,97,1023.3
16/01/2026,1.4,-1.6,32096.59,0,0.6,8.4,0.4,100,96,1025.6
17/01/2026,1.4,-6.1,32222.6,7588.13,0.4,10.2,-0.1,82,93,1031.2
18/01/2026,-0.5,-8.2,32351.63,28103.11,0,5.6,-5.2,65,87,1035.6
19/01/2026,-4.3,-7.7,32483.52,0,0,8.2,-5.9,100,93,1038.7
20/01/2026,-5.4,-10,32618.1,9624.73,0,7,-8.2,100,93,1035
21/01/2026,-3.7,-11.8,32755.17,26685.69,0,5.4,-7.7,94,90,1020
22/01/2026,0.1,-7.6,32894.84,417.56,0.2,11.9,-3,96,92,1006.6
23/01/2026,1.5,-3,33038.57,10370.04,1.5,6.5,-0.2,94,92,1005.8
24/01/2026,2.8,-0.6,33186.44,18500.76,1.1,6.1,1,96,97,1007.5
25/01/2026,3.2,0.1,33338.2,1394.2,1.8,15.3,2,98,96,1005.8
26/01/2026,5.1,1.9,33493.6,0,0.7,11.5,3.3,97,98,1001.4
27/01/2026,7.3,-1.2,33652.38,28967.45,0,12.2,2,39,92,1005
28/01/2026,4.8,-0.2,33814.31,1225.31,2,10.5,1.9,96,93,999.1
29/01/2026,4.4,2.4,33979.15,0,7.9,11.7,3.2,100,97,997
30/01/2026,4,1.6,34146.68,0,5,9.8,2.6,100,96,1002.1
31/01/2026,3,0.6,34316.65,0,4.5,6.3,1.8,100,97,1007.3
01/02/2026,1.3,-0.4,34488.86,0,1.6,6.3,0.4,100,92,1013
02/02/2026,1.2,-1,34663.07,0,1.6,10,0.1,97,92,1012.8
03/02/2026,0.6,-2.7,34839.1,0,11.1,13.5,-1.3,93,90,1014.1
04/02/2026,3.2,-0.1,35016.71,0,4.2,10.9,1.7,100,98,1007.8
05/02/2026,8.6,2.3,35195.73,12107.82,0.9,11,5.1,88,92,998
06/02/2026,9.3,2.8,35375.95,16443.91,1.6,9.8,5.9,98,94,996.7
07/02/2026,8.6,2.7,35557.16,20044.87,0,14.8,5.2,91,88,1004
08/02/2026,9.4,1.1,35739.21,25902.7,0,9.6,4.4,54,88,1008
09/02/2026,7.5,2.2,35921.88,18000,0,11,4.4,92,88,1011.7
10/02/2026,3.7,0.9,36105,6153.44,0.2,16.6,2.2,99,83,1009.3
11/02/2026,6.7,0.3,36288.66,0,0.9,13.1,3.7,97,91,997.9
12/02/2026,12.6,2.5,36474.57,25532.47,6.6,9.7,7.4,80,90,989
13/02/2026,12.1,3.5,36662.88,32837.71,1.2,18.7,8.3,56,77,993.2
14/02/2026,12.6,2.3,36853.38,21600,0,10.2,6.6,88,81,1000.6
15/02/2026,6.1,-2.8,37045.88,1618.12,0.9,21.6,2.2,80,78,1007.3
16/02/2026,-0.6,-5.8,37240.17,4886.86,1.3,10.8,-2.8,85,79,1006.5
17/02/2026,3.6,-1.3,37436.07,5905.53,0,16.3,0.6,79,87,1004.6
18/02/2026,6.5,-0.2,37633.39,33873.43,0,20.5,2.5,20,75,1012.4
19/02/2026,1.6,-1.2,37831.96,0,6.6,15.1,0.7,94,90,1010.6
20/02/2026,4,1.3,38031.59,0,0.3,18.9,2.5,100,71,1015.9
21/02/2026,6.2,0.1,38232.1,12408.44,0.3,10.1,2.2,86,75,1024
22/02/2026,6.4,-0.6,38433.34,13911.97,0.6,9.3,3.6,68,93,1023.5
23/02/2026,13.6,5.1,38635.11,23453.8,2.9,21.9,8.8,85,84,1015.7
24/02/2026,11.1,4.6,38837.27,34086.43,0,23,8.4,34,70,1015.9
25/02/2026,10.7,2,39039.66,35357.43,0,18.4,6.1,26,73,1024.1
26/02/2026,7.6,-0.6,39242.11,35569.5,0,8.5,3.2,27,72,1030.6
27/02/2026,10.2,-0.6,39444.46,35692.06,0,6.4,4.2,16,73,1028.3
28/02/2026,11.4,-0.1,39646.57,35787.01,0,7.5,5.1,11,74,1026.7
01/03/2026,12.1,0.2,39848.27,35881.25,0,4.5,5.9,15,71,1026.4
02/03/2026,12.9,2.6,40049.42,29099.48,0,5.1,7.2,88,73,1026.1
03/03/2026,13.6,2.5,40250.11,36000,0,5.1,8,24,74,1028.3
