latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.486816,19.06404,113.0,3600,Europe/Berlin,GMT+1

time,temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),precipitation_sum (mm),sunshine_duration (s),daylight_duration (s),weather_code (wmo code),cloud_cover_mean (%),relative_humidity_2m_mean (%),temperature_2m_mean (°C),pressure_msl_mean (hPa)
2022-05-21,27.0,16.9,27.7,1.10,38850.30,55273.51,53,72,56,21.7,1015.4
2022-05-22,22.7,14.4,23.9,0.00,42512.46,55403.32,3,42,46,18.3,1013.8
2022-05-23,23.6,10.9,22.2,0.00,36814.51,55529.11,3,71,54,17.7,1011.4
2022-05-24,22.0,13.6,16.7,5.90,39354.97,55651.91,63,93,59,18.0,1010.1
2022-05-25,25.5,15.0,20.0,1.70,43200.00,55771.83,55,88,72,19.4,1013.2
2022-05-26,24.1,12.4,19.7,0.00,47196.42,55888.75,3,41,59,19.1,1020.6
2022-05-27,26.5,16.1,23.2,0.00,50202.35,56002.54,3,52,53,21.4,1017.0
2022-05-28,19.9,11.4,22.3,0.10,16640.54,56113.05,51,95,49,16.6,1014.3
2022-05-29,18.0,10.3,13.0,1.50,14831.14,56220.16,53,96,62,13.4,1012.4
2022-05-30,19.0,10.2,15.9,0.00,25034.82,56323.74,3,84,67,14.7,1012.4
2022-05-31,21.5,9.7,14.1,0.00,46059.31,56423.65,3,44,70,16.6,1016.2
2022-06-01,24.9,12.6,11.8,8.00,45928.12,56519.75,63,59,68,19.2,1015.6
2022-06-02,25.5,13.8,16.7,0.90,40891.88,56611.91,53,55,63,20.0,1017.6
2022-06-03,28.2,15.9,12.0,0.00,51405.67,56699.99,3,53,58,22.2,1019.8
2022-06-04,27.8,18.4,18.0,4.20,48020.36,56783.85,61,60,74,22.1,1016.4
2022-06-05,25.9,16.5,18.7,0.40,50765.68,56863.36,51,64,69,21.8,1016.9
2022-06-06,26.8,16.9,17.2,0.10,37477.23,56938.37,51,77,57,21.4,1016.2
2022-06-07,27.5,16.1,11.2,0.10,51894.55,57008.76,51,34,65,22.5,1012.2
2022-06-08,26.5,17.4,16.6,4.30,45291.92,57074.38,61,86,78,21.0,1008.5
2022-06-09,24.3,16.7,20.6,20.70,32400.00,57135.11,65,86,85,19.5,1007.7
2022-06-10,26.0,16.5,19.2,16.10,49397.26,57190.81,65,55,71,21.4,1013.6
2022-06-11,26.5,17.2,13.9,1.10,50160.05,57241.35,53,32,64,21.9,1017.5
2022-06-12,26.6,17.1,13.9,0.00,52070.80,57286.66,3,17,59,22.2,1018.0
2022-06-13,27.9,17.1,19.2,0.00,42750.20,57327.11,3,36,59,22.3,1015.0
2022-06-14,22.2,13.2,21.5,0.00,48612.22,57362.76,3,43,55,18.3,1020.1
2022-06-15,26.4,12.2,16.3,0.00,49910.00,57393.59,3,27,54,19.5,1020.5
2022-06-16,28.0,15.4,19.2,0.30,48634.23,57419.61,51,42,54,22.1,1017.8
2022-06-17,26.9,14.9,22.7,0.00,49851.77,57440.79,3,55,53,21.4,1019.2
2022-06-18,27.5,14.9,18.4,0.00,52076.05,57457.14,3,30,49,22.0,1021.6
2022-06-19,29.6,16.2,18.4,0.00,52231.29,57468.66,0,0,48,23.7,1017.2
2022-06-20,32.5,16.1,18.9,0.00,52385.03,57475.34,3,28,52,25.3,1010.1
2022-06-21,25.1,17.6,24.8,0.00,52069.76,57477.20,3,46,44,22.0,1011.5
2022-06-22,28.0,14.1,13.4,0.00,44997.27,57474.23,3,79,43,21.8,1012.5
2022-06-23,28.6,17.6,17.4,0.70,50400.00,57466.46,53,59,43,23.4,1013.6
2022-06-24,30.1,15.7,14.7,0.00,52211.22,57453.89,3,27,42,23.9,1013.5
2022-06-25,27.9,19.5,17.7,1.00,50676.41,57436.55,53,40,52,23.5,1012.3
2022-06-26,29.8,15.6,13.6,0.10,51894.05,57414.45,51,12,59,24.0,1015.0
2022-06-27,31.9,18.8,13.6,0.00,52039.09,57387.60,3,25,56,26.0,1016.7
2022-06-28,32.0,20.2,10.4,0.40,47845.57,57356.05,51,90,58,26.2,1016.9
2022-06-29,34.8,21.0,19.0,0.00,51577.85,57319.81,3,30,52,28.0,1013.3
2022-06-30,35.6,20.2,21.3,0.00,52014.25,57278.93,3,24,46,28.4,1011.3
2022-07-01,36.1,22.0,28.2,0.00,50546.25,57233.42,3,44,51,29.1,1012.5
2022-07-02,30.1,19.1,29.8,0.00,51416.68,57183.23,2,12,53,25.1,1018.7
2022-07-03,33.3,18.5,13.0,0.00,51696.92,57127.90,1,3,53,26.1,1017.7
2022-07-04,34.8,20.2,16.9,0.00,49024.19,57067.42,3,41,40,28.6,1015.2
2022-07-05,29.1,19.2,19.5,1.30,39617.91,57001.97,53,77,63,23.9,1014.3
2022-07-06,28.9,17.5,23.8,0.00,51117.34,56931.66,3,15,54,22.8,1016.3
2022-07-07,26.3,16.0,22.7,0.00,45560.98,56856.66,3,70,53,21.0,1018.1
2022-07-08,26.5,16.2,24.5,1.60,46701.62,56777.11,55,71,55,21.3,1018.5
2022-07-09,26.1,16.5,20.4,0.00,48018.73,56693.16,3,41,47,21.2,1019.4
2022-07-10,23.9,16.4,28.8,0.90,51098.23,56604.97,53,31,50,20.1,1015.7
2022-07-11,23.5,12.9,24.4,0.00,43944.36,56512.67,3,41,46,18.5,1018.7
2022-07-12,25.1,13.6,22.7,0.00,51207.29,56416.42,3,37,45,20.1,1020.1
2022-07-13,30.5,15.9,24.2,0.00,51196.37,56316.36,2,8,39,23.5,1019.1
2022-07-14,34.6,19.6,19.3,0.00,47580.58,56212.66,3,67,34,27.5,1016.1
2022-07-15,28.7,20.0,22.0,0.80,32969.33,56105.44,53,50,43,23.7,1015.4
2022-07-16,28.0,15.5,20.8,0.00,44541.86,55994.86,3,30,40,22.5,1018.5
2022-07-17,27.3,15.4,14.8,0.00,51019.02,55881.05,3,16,36,21.8,1023.9
2022-07-18,29.2,14.9,11.8,0.00,50814.18,55764.17,3,22,36,22.9,1024.0
2022-07-19,33.3,16.2,27.9,0.00,50675.50,55644.35,2,8,35,25.4,1021.2
2022-07-20,36.1,18.4,20.5,0.00,50618.84,55521.73,3,9,33,28.3,1019.3
2022-07-21,37.8,20.9,11.6,0.00,50466.67,55396.45,2,27,34,30.0,1016.9
2022-07-22,37.8,22.7,12.8,0.00,50408.02,55268.45,3,35,30,30.3,1016.1
2022-07-23,37.2,22.6,22.6,0.00,34566.96,55136.67,3,42,38,30.4,1014.0
2022-07-24,32.0,23.8,19.1,0.00,46484.50,55001.03,3,52,42,27.5,1016.3
2022-07-25,32.5,18.8,12.6,0.00,50061.11,54861.74,3,8,40,26.3,1015.0
2022-07-26,29.6,20.2,23.3,1.90,33909.51,54719.02,55,69,59,24.1,1011.1
2022-07-27,31.0,18.3,17.9,0.00,42552.55,54573.07,3,41,47,24.8,1013.5
2022-07-28,30.9,20.6,16.7,0.00,49817.21,54424.07,3,54,45,26.0,1015.1
2022-07-29,33.2,20.7,13.5,0.00,48658.95,54272.22,3,70,42,27.5,1014.6
2022-07-30,25.0,19.7,18.6,4.60,41546.19,54117.70,61,79,72,22.1,1012.6
2022-07-31,21.0,15.7,28.5,9.80,16450.52,53960.71,61,73,80,18.2,1013.1
2022-08-01,28.1,15.4,15.8,0.00,46758.98,53801.42,3,21,60,22.1,1013.9
2022-08-02,28.9,17.3,10.9,0.00,49440.32,53640.02,3,20,62,23.2,1016.1
2022-08-03,29.8,18.8,9.1,0.50,49360.02,53476.66,51,17,60,24.2,1017.3
2022-08-04,32.2,19.5,16.1,0.00,49278.25,53311.52,3,28,51,25.8,1016.6
2022-08-05,34.1,18.8,10.0,0.00,49195.08,53144.77,0,0,44,27.4,1014.2
2022-08-06,34.5,20.8,20.9,0.80,48231.38,52976.56,51,21,47,27.7,1014.0
2022-08-07,28.9,18.8,17.5,0.30,48590.86,52807.05,51,12,52,24.1,1018.1
2022-08-08,27.4,18.1,22.2,9.70,33449.41,52636.40,65,92,65,21.7,1019.6
2022-08-09,28.7,17.9,19.7,1.20,43326.04,52464.76,53,44,62,23.1,1020.5
2022-08-10,28.7,17.6,18.7,0.00,48283.21,52292.25,3,17,44,23.1,1021.5
2022-08-11,27.3,17.2,13.5,0.00,32182.51,52118.84,3,55,44,22.3,1019.6
2022-08-12,28.0,15.9,15.0,0.00,46898.63,51943.20,3,56,48,22.6,1016.9
2022-08-13,28.5,18.4,14.1,0.00,42845.54,51765.21,3,97,51,23.8,1012.0
2022-08-14,30.5,17.5,9.4,0.00,46865.36,51585.06,3,30,57,24.3,1008.7
2022-08-15,31.5,19.4,13.4,0.20,44671.59,51402.91,51,31,56,25.1,1006.8
2022-08-16,33.0,18.9,13.8,0.30,46581.57,51218.94,51,19,51,26.1,1007.9
2022-08-17,34.3,19.5,11.8,0.00,46391.28,51033.31,1,6,48,27.2,1010.1
2022-08-18,34.8,20.3,14.2,0.00,45920.91,50846.18,3,46,51,27.9,1010.8
2022-08-19,35.7,22.5,25.9,0.40,40919.28,50657.71,51,70,50,28.0,1010.3
2022-08-20,28.3,20.5,23.6,2.30,28132.12,50468.05,55,97,76,23.0,1010.7
2022-08-21,22.9,18.1,15.1,12.20,0.00,50277.34,63,99,84,20.3,1009.3
2022-08-22,23.6,18.1,16.7,17.50,24065.80,50085.75,63,92,87,20.1,1008.9
2022-08-23,24.2,17.1,13.2,0.80,32400.00,49893.39,51,68,83,20.5,1013.4
2022-08-24,25.4,17.8,13.5,7.60,28777.59,49700.43,63,82,86,21.0,1016.0
2022-08-25,29.6,18.4,9.4,2.30,45160.94,49506.98,61,33,76,23.9,1015.0
2022-08-26,30.7,20.3,11.0,0.00,45315.73,49313.19,3,15,66,24.9,1011.4
2022-08-27,31.3,18.8,10.5,0.00,45239.64,49119.18,3,46,62,24.8,1010.6
2022-08-28,27.8,19.9,21.4,3.00,31091.12,48925.07,63,70,72,23.5,1012.9
2022-08-29,27.1,18.4,14.6,1.50,43850.68,48731.01,55,77,77,22.3,1016.1
2022-08-30,26.2,18.8,8.1,6.80,43092.30,48537.11,63,41,76,22.0,1017.9
2022-08-31,27.0,18.1,12.8,3.60,37776.26,48343.28,61,54,63,22.0,1016.3
2022-09-01,22.8,14.9,16.6,10.50,17096.95,48148.19,61,99,62,18.5,1016.6
2022-09-02,21.9,13.6,17.0,0.00,37718.77,47951.69,3,70,62,17.3,1016.8
2022-09-03,23.4,13.0,9.1,0.00,38589.22,47753.93,3,33,70,17.9,1017.6
2022-09-04,20.9,12.8,8.2,4.00,7250.11,47555.05,61,64,79,17.4,1021.2
2022-09-05,24.5,14.2,6.9,0.50,42687.04,47355.16,51,32,70,19.5,1023.4
2022-09-06,25.4,15.4,9.7,0.10,40929.46,47154.40,51,56,66,20.3,1020.2
2022-09-07,26.0,15.5,7.9,1.30,41227.88,46952.89,55,55,77,20.4,1016.7
2022-09-08,29.5,15.9,18.1,3.90,35293.42,46750.79,63,78,69,22.0,1012.9
2022-09-09,26.0,16.5,13.5,0.00,36000.00,46548.17,3,64,68,20.8,1013.2
2022-09-10,23.4,15.9,19.4,1.60,38092.63,46345.20,53,60,71,19.1,1012.5
2022-09-11,21.0,14.1,20.8,0.00,41680.00,46141.96,3,55,70,17.3,1013.6
2022-09-12,20.9,12.9,21.3,0.50,41663.84,45938.59,51,10,66,16.5,1014.9
2022-09-13,21.8,11.1,10.8,0.00,39886.07,45735.21,3,37,64,16.3,1013.9
2022-09-14,23.6,13.3,12.5,0.40,25966.70,45531.92,51,94,77,18.5,1008.2
2022-09-15,25.4,17.6,19.1,9.60,11816.00,45328.84,63,96,82,20.0,1005.0
2022-09-16,18.9,14.6,13.4,0.10,9553.97,45126.09,51,97,76,16.6,1008.0
2022-09-17,14.4,10.5,23.4,7.70,0.00,44923.79,55,100,81,12.7,1006.2
2022-09-18,15.8,8.9,33.2,1.10,36082.51,44722.03,51,68,66,11.9,1010.5
2022-09-19,14.4,9.4,22.7,9.50,31318.89,44520.94,63,80,75,11.2,1013.4
2022-09-20,15.4,8.6,20.5,0.50,39616.80,44320.42,51,53,76,11.5,1017.2
2022-09-21,16.2,7.2,15.3,0.30,36325.68,44119.10,51,21,75,11.3,1021.0
2022-09-22,16.0,7.1,11.2,0.00,39705.94,43916.82,3,17,76,10.9,1021.0
2022-09-23,15.8,5.6,7.4,0.20,39526.26,43713.71,51,44,78,10.7,1020.1
2022-09-24,18.5,4.9,18.0,0.00,27355.19,43509.90,3,86,73,12.5,1017.0
2022-09-25,16.6,9.6,10.4,10.60,29.30,43305.50,63,100,84,13.1,1013.7
2022-09-26,18.3,11.2,13.9,13.70,27444.54,43100.64,63,84,85,14.1,1007.4
2022-09-27,17.6,8.4,16.0,9.20,22916.65,42895.45,63,72,88,12.6,1001.6
2022-09-28,17.0,7.9,27.2,2.60,31913.85,42690.05,53,64,71,13.0,1002.9
2022-09-29,17.5,11.1,12.5,7.50,18558.19,42484.55,63,98,86,13.8,1003.4
2022-09-30,17.5,11.2,16.2,23.20,20717.38,42279.10,65,94,89,14.0,1010.7
2022-10-01,19.8,12.6,18.4,19.70,13051.92,42073.81,63,93,88,14.7,1013.2
2022-10-02,17.5,12.2,24.6,0.40,30334.35,41868.80,51,64,73,14.3,1016.5
2022-10-03,15.9,10.7,30.1,0.20,38069.61,41664.20,51,38,70,13.1,1017.7
2022-10-04,16.2,8.5,22.5,0.00,37860.57,41460.15,3,29,72,12.4,1021.9
2022-10-05,17.4,6.8,13.7,0.00,32920.70,41256.77,3,81,81,11.8,1027.5
2022-10-06,19.4,8.2,7.9,0.00,37443.61,41054.18,3,83,83,13.2,1028.7
2022-10-07,20.9,9.3,10.2,0.00,37235.96,40852.51,3,55,82,14.3,1027.3
2022-10-08,19.5,7.9,8.3,0.00,33979.12,40651.91,3,76,82,13.5,1021.1
2022-10-09,19.8,11.4,14.8,0.20,33819.05,40452.51,51,83,74,15.1,1023.5
2022-10-10,17.4,7.3,12.2,0.00,30889.71,40254.21,3,62,67,12.0,1024.3
2022-10-11,19.6,9.1,9.6,0.10,30272.87,40055.52,51,67,80,14.1,1022.5
2022-10-12,17.1,10.1,11.5,0.20,19338.42,39856.26,51,81,83,13.4,1024.8
2022-10-13,18.3,7.9,9.8,0.00,34134.43,39656.56,3,48,80,12.5,1023.0
2022-10-14,18.5,7.8,9.3,0.90,33865.16,39456.57,53,57,83,12.5,1019.4
2022-10-15,18.0,8.1,14.6,0.10,22139.87,39256.45,51,89,77,13.2,1018.6
2022-10-16,19.4,9.1,11.0,0.00,34625.55,39056.33,3,14,73,14.0,1024.4
2022-10-17,20.5,7.6,10.6,0.00,33907.69,38856.37,3,37,74,13.2,1031.1
2022-10-18,19.5,7.1,9.7,0.00,34261.06,38656.71,3,24,69,13.5,1027.7
2022-10-19,19.1,8.6,20.1,0.00,33569.45,38457.52,1,9,68,13.2,1022.7
2022-10-20,14.0,4.8,11.9,0.00,33345.87,38258.95,3,9,78,8.7,1026.3
2022-10-21,12.6,3.0,15.9,0.00,20851.79,38061.16,3,87,74,8.2,1021.7
2022-10-22,17.5,5.9,16.6,1.00,25200.00,37864.32,51,85,80,11.4,1017.5
2022-10-23,18.6,10.1,18.0,0.00,29074.74,37668.60,3,73,87,13.9,1021.4
2022-10-24,16.5,11.8,9.0,5.70,2878.39,37474.15,63,97,92,13.9,1018.2
2022-10-25,19.1,12.1,17.7,4.60,18004.45,37281.16,63,52,84,14.2,1018.8
2022-10-26,17.7,8.4,12.9,0.00,22096.60,37089.82,3,72,88,13.2,1022.7
2022-10-27,18.3,9.7,8.8,0.00,26059.53,36900.29,3,47,90,12.5,1028.5
2022-10-28,13.9,8.4,6.6,0.00,1936.34,36712.77,3,100,94,11.5,1030.0
2022-10-29,15.0,9.5,13.0,0.00,8810.91,36527.44,3,95,93,12.0,1026.9
2022-10-30,16.5,8.8,7.9,0.00,22189.98,36344.25,3,78,93,11.6,1023.5
2022-10-31,14.2,9.9,8.7,0.20,8143.31,36161.55,51,100,94,11.5,1023.7
2022-11-01,14.1,7.4,10.5,0.00,16381.27,35979.16,3,90,92,10.1,1022.2
2022-11-02,18.9,7.2,10.0,0.50,22294.65,35797.24,51,85,87,12.3,1022.7
2022-11-03,13.6,7.2,14.5,0.00,21428.07,35615.99,3,82,88,10.5,1022.0
2022-11-04,12.8,7.4,15.1,3.40,8164.53,35435.57,61,100,90,10.5,1009.7
2022-11-05,11.2,8.1,21.9,10.10,3281.74,35256.19,61,100,88,9.5,1011.2
2022-11-06,12.5,6.8,14.0,3.20,8657.87,35078.02,53,77,89,10.2,1018.2
2022-11-07,12.1,5.6,11.3,0.00,3046.37,34901.28,3,70,94,8.5,1020.8
2022-11-08,12.3,4.0,14.2,0.00,16106.13,34726.15,3,83,94,8.1,1022.0
2022-11-09,10.9,7.6,13.2,1.10,119.98,34552.85,51,100,94,9.2,1020.4
2022-11-10,13.2,7.9,16.1,0.10,22014.39,34381.59,51,70,89,10.1,1024.7
2022-11-11,14.1,4.8,12.2,0.00,28127.57,34212.57,3,80,88,8.8,1033.4
2022-11-12,13.1,4.1,10.3,0.00,21101.83,34046.03,3,78,91,8.1,1032.8
2022-11-13,11.4,4.4,7.7,0.00,18149.26,33882.18,3,55,96,6.8,1031.5
2022-11-14,10.9,3.9,9.5,0.00,21698.96,33721.25,3,58,94,6.6,1026.1
2022-11-15,7.4,4.1,8.4,5.90,1741.24,33563.49,61,100,98,6.0,1017.8
2022-11-16,10.8,7.3,8.9,2.00,2150.08,33409.14,53,100,95,8.6,1005.5
2022-11-17,11.0,6.5,13.9,0.00,22409.39,33258.43,3,92,88,8.6,1002.3
2022-11-18,8.6,5.0,19.0,11.40,0.00,33111.62,61,98,96,7.0,1000.7
2022-11-19,5.7,0.9,17.4,0.40,24839.19,32968.71,51,76,81,2.9,1011.9
2022-11-20,6.3,-0.2,12.3,1.40,3618.02,32828.18,51,84,88,2.1,1012.9
2022-11-21,7.1,-1.4,10.0,0.00,20493.00,32689.85,3,72,93,2.1,1009.6
2022-11-22,6.7,-0.8,22.7,2.20,19580.33,32553.90,55,95,90,3.4,1005.7
2022-11-23,5.3,3.8,20.4,16.50,0.00,32420.53,61,100,92,4.6,1002.7
2022-11-24,7.1,2.8,20.6,2.30,10825.42,32289.90,53,84,86,4.7,1010.4
2022-11-25,9.4,0.5,15.3,0.10,26689.93,32162.22,51,35,90,4.5,1020.3
2022-11-26,7.1,0.7,9.2,0.00,465.95,32037.67,3,90,96,3.0,1027.7
2022-11-27,5.8,1.8,9.9,0.50,0.00,31916.44,51,92,96,4.0,1029.2
2022-11-28,5.0,0.9,14.0,0.10,1225.71,31798.74,51,88,91,3.5,1024.5
2022-11-29,5.1,-0.6,12.9,0.00,14400.00,31684.76,3,87,92,1.4,1023.6
2022-11-30,7.1,2.6,11.0,0.00,0.00,31574.70,3,98,73,4.5,1023.5
2022-12-01,6.6,-0.8,9.4,0.00,25668.40,31468.78,3,63,82,1.7,1023.7
2022-12-02,1.7,-1.1,7.6,1.20,0.00,31367.18,71,100,88,0.9,1024.2
2022-12-03,5.9,1.5,14.9,0.00,4230.36,31270.12,3,100,91,3.3,1025.3
2022-12-04,6.9,1.6,20.8,0.00,21449.27,31177.81,3,95,89,4.3,1023.6
2022-12-05,6.8,3.5,13.0,0.00,1016.22,31090.46,3,97,93,5.0,1022.7
2022-12-06,6.8,1.5,20.2,6.50,12672.00,31008.26,55,74,88,4.1,1017.1
2022-12-07,6.8,-1.6,14.1,0.10,21747.10,30931.44,51,50,88,2.4,1015.6
2022-12-08,5.1,-1.2,10.0,1.40,10133.60,30860.21,53,92,87,2.1,1014.2
2022-12-09,8.0,1.5,14.7,12.50,0.00,30794.62,63,100,97,3.8,1007.5
2022-12-10,8.4,3.8,19.2,13.60,434.95,30733.88,61,100,93,5.1,1001.1
2022-12-11,4.6,-0.6,25.5,8.20,13455.43,30677.87,73,99,80,1.9,1000.0
2022-12-12,-0.2,-3.2,25.8,0.30,25681.00,30626.65,71,52,73,-1.8,1009.2
2022-12-13,1.0,-5.2,13.9,0.00,25824.46,30580.26,2,9,83,-2.5,1014.9
2022-12-14,-0.1,-5.2,15.9,0.00,0.00,30538.78,3,98,82,-2.2,1010.8
2022-12-15,3.5,-2.8,11.2,0.00,13765.96,30502.25,3,88,92,0.1,1010.1
2022-12-16,7.5,0.6,15.0,8.10,8366.59,30470.72,61,99,96,2.7,1007.4
2022-12-17,1.1,-3.5,25.8,0.00,17777.20,30444.24,3,55,79,-0.9,1019.1
2022-12-18,1.9,-4.7,11.7,0.00,25703.52,30422.86,3,10,82,-2.2,1036.5
2022-12-19,0.4,-5.4,15.2,0.00,25401.99,30406.61,3,91,86,-2.2,1039.3
2022-12-20,2.1,-3.0,13.5,0.00,21270.07,30395.53,3,95,82,-0.8,1031.4
2022-12-21,1.3,-0.2,8.5,0.00,0.00,30389.67,3,100,82,0.3,1022.0
2022-12-22,3.3,-0.9,12.7,7.20,10327.15,30389.05,61,96,94,1.4,1017.2
2022-12-23,5.9,3.2,11.1,1.30,0.00,30393.70,53,99,98,4.3,1012.8
2022-12-24,12.3,4.1,21.2,1.10,10880.53,30403.65,53,63,85,8.0,1014.1
2022-12-25,11.9,4.3,12.6,0.00,23129.90,30418.92,3,57,88,6.9,1023.0
2022-12-26,9.8,4.2,12.1,0.00,23538.30,30439.54,3,99,94,6.7,1021.1
2022-12-27,8.1,-0.1,27.9,1.30,25949.36,30465.51,53,43,74,5.6,1025.2
2022-12-28,5.2,-2.4,10.0,0.00,25383.84,30496.85,3,32,85,0.4,1028.1
2022-12-29,4.6,-3.0,9.6,0.00,23430.05,30533.63,3,61,91,-0.9,1022.0
2022-12-30,2.7,-2.9,10.2,0.10,0.00,30576.25,51,100,97,0.1,1021.5
2022-12-31,6.3,0.1,9.3,0.00,6992.73,30624.66,3,88,96,3.1,1025.4
2023-01-01,8.8,1.8,13.3,0.00,14600.82,30678.69,3,97,97,4.7,1027.4
2023-01-02,10.1,3.0,9.4,0.00,98.69,30738.19,3,89,96,6.1,1025.7
2023-01-03,9.9,3.5,14.8,0.40,12017.19,30803.00,51,91,92,6.9,1027.9
2023-01-04,8.8,0.7,18.8,0.00,26420.37,30872.97,3,36,89,5.1,1028.7
2023-01-05,12.8,6.1,23.5,1.20,4379.55,30947.94,51,73,86,8.2,1018.0
2023-01-06,10.1,3.1,17.6,0.00,25908.96,31027.73,3,68,80,6.9,1023.1
2023-01-07,10.6,2.7,10.9,0.00,26695.19,31112.19,3,39,91,5.6,1022.0
2023-01-08,9.9,4.1,18.3,0.40,0.00,31201.16,51,97,90,6.8,1015.6
2023-01-09,7.8,6.0,16.7,13.90,0.00,31294.47,63,100,91,6.7,1006.9
2023-01-10,6.2,3.7,27.1,23.70,0.00,31391.96,61,93,90,5.2,1010.0
2023-01-11,8.7,0.8,22.0,0.00,27130.94,31493.47,3,18,84,3.8,1019.5
2023-01-12,8.0,1.6,9.2,0.50,14473.49,31598.84,51,70,91,3.6,1021.5
2023-01-13,5.2,0.7,14.0,0.60,8218.28,31707.90,53,93,94,3.0,1019.9
2023-01-14,8.8,-1.0,9.2,1.30,26215.93,31820.50,55,61,91,3.9,1021.9
2023-01-15,6.2,-0.8,20.2,0.90,11565.79,31936.49,51,100,92,3.3,1015.2
2023-01-16,6.0,2.9,15.0,5.40,0.00,32055.71,61,100,95,3.9,1002.5
2023-01-17,7.7,2.8,24.2,15.80,16406.61,32177.99,63,92,89,4.7,993.0
2023-01-18,7.4,3.2,19.5,6.30,9740.73,32303.41,63,100,90,4.7,994.3
2023-01-19,4.6,-0.4,19.8,13.20,0.00,32433.34,71,92,93,2.4,1002.8
2023-01-20,4.1,-1.3,18.3,5.60,0.00,32567.83,73,98,92,1.0,1009.1
2023-01-21,3.0,-0.4,13.5,1.30,3600.00,32706.62,71,98,89,1.3,1014.2
2023-01-22,5.7,1.0,13.8,3.70,10800.00,32849.45,73,92,93,3.1,1021.9
2023-01-23,11.1,2.5,19.7,0.70,28549.31,32996.07,51,95,83,5.8,1027.1
2023-01-24,8.6,1.5,10.5,0.00,13757.70,33146.26,3,84,83,3.9,1032.1
2023-01-25,5.0,-1.5,11.0,0.00,14673.25,33299.75,3,89,90,1.7,1031.0
2023-01-26,2.7,-1.8,8.3,0.70,10880.89,33456.31,51,96,91,0.8,1021.6
2023-01-27,2.0,-2.1,14.4,0.70,3807.27,33615.73,71,100,77,0.5,1016.7
2023-01-28,2.8,-2.3,14.8,0.10,0.00,33777.76,71,80,82,0.8,1020.2
2023-01-29,1.4,-3.2,13.8,0.00,4268.64,33942.18,3,95,72,-0.4,1025.2
2023-01-30,3.1,-4.7,19.0,1.70,12338.31,34108.79,73,68,80,-0.8,1017.5
2023-01-31,5.6,1.5,29.5,0.40,29249.34,34277.37,51,61,72,3.0,1017.2
2023-02-01,6.6,2.8,26.9,2.70,14699.03,34447.71,71,77,75,4.2,1016.4
2023-02-02,6.6,2.2,29.8,0.40,29910.68,34619.60,51,45,74,4.0,1016.4
2023-02-03,4.9,-1.8,33.1,13.20,0.00,34792.86,75,82,84,1.9,1020.5
2023-02-04,5.1,-2.3,38.5,1.30,29270.86,34967.29,71,51,65,2.3,1020.3
2023-02-05,1.2,-4.8,22.0,0.00,30684.61,35142.69,3,26,61,-1.7,1034.2
2023-02-06,0.2,-6.2,10.7,0.00,30259.54,35318.89,3,42,60,-3.8,1038.3
2023-02-07,1.3,-7.4,8.3,0.00,31475.12,35495.97,2,7,68,-3.8,1040.0
2023-02-08,3.5,-5.2,15.8,0.10,30351.03,35675.62,71,28,62,-1.5,1042.6
2023-02-09,2.8,-5.9,8.4,0.00,31970.97,35858.00,0,0,65,-2.1,1041.3
2023-02-10,3.5,-6.7,11.7,0.00,30591.89,36042.89,3,25,67,-2.3,1038.8
2023-02-11,6.8,-4.2,17.2,0.00,21997.96,36230.06,3,71,62,1.1,1033.6
2023-02-12,9.4,-2.7,23.5,0.00,31903.82,36419.32,3,27,82,4.0,1034.1
2023-02-13,8.9,-4.2,13.0,0.00,31475.01,36610.45,3,34,78,1.8,1037.7
2023-02-14,8.6,-1.5,11.8,0.00,32988.07,36803.26,3,24,82,3.0,1034.5
2023-02-15,8.1,-3.5,9.0,0.00,33195.96,36997.55,1,2,80,1.3,1033.2
2023-02-16,8.1,-1.9,10.6,0.00,31541.04,37193.14,3,58,84,1.9,1028.6
2023-02-17,10.0,1.1,13.9,0.80,10929.66,37389.83,53,90,79,5.5,1024.0
2023-02-18,14.9,8.2,26.1,0.00,16037.34,37587.45,3,99,70,12.0,1018.3
2023-02-19,13.4,4.7,35.1,2.40,12233.21,37785.82,55,76,78,9.6,1017.5
2023-02-20,11.2,0.4,18.4,0.10,16957.25,37984.75,51,90,72,6.0,1022.7
2023-02-21,14.0,7.2,23.3,0.00,34457.04,38184.09,2,18,64,10.0,1015.8
2023-02-22,13.2,4.2,10.7,0.10,29983.04,38383.66,51,68,79,8.4,1016.9
2023-02-23,10.2,2.8,11.1,0.00,18609.13,38583.30,3,99,74,6.3,1017.3
2023-02-24,14.1,4.1,19.4,1.20,33279.84,38782.84,53,65,74,8.9,1008.5
2023-02-25,9.1,3.9,27.0,1.20,16101.76,38982.13,51,92,69,6.6,1000.9
2023-02-26,6.2,0.4,15.3,1.50,12139.26,39181.02,71,99,75,3.1,1009.6
2023-02-27,5.0,-1.2,15.8,0.00,22313.99,39379.58,3,95,58,1.5,1022.3
2023-02-28,6.0,-1.5,11.2,0.30,27418.50,39579.44,71,90,66,2.0,1028.4
2023-03-01,10.1,1.5,9.0,0.00,17853.02,39780.79,3,62,69,5.1,1025.3
2023-03-02,11.1,-1.3,10.5,0.00,35950.39,39983.47,1,2,65,4.4,1021.2
