latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.486816,19.06404,113.0,3600,Europe/Berlin,GMT+1

time,temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),precipitation_sum (mm),sunshine_duration (s),daylight_duration (s),weather_code (wmo code),cloud_cover_mean (%),relative_humidity_2m_mean (%),temperature_2m_mean (°C),pressure_msl_mean (hPa)
2023-12-15,6.1,-1.8,14.0,0.00,19467.46,30509.22,3,32,87,2.2,1028.1
2023-12-16,5.2,-2.6,13.3,0.00,25603.31,30474.90,0,1,87,0.5,1038.9
2023-12-17,7.3,-0.8,15.8,0.00,25034.20,30445.79,3,62,86,2.1,1038.9
2023-12-18,9.0,-1.9,10.1,0.00,25614.21,30421.97,3,22,86,1.3,1033.8
2023-12-19,1.9,-3.3,6.5,0.00,10531.55,30403.53,3,77,96,-1.6,1026.8
2023-12-20,6.0,-2.5,19.6,0.00,14400.00,30390.55,3,70,92,0.9,1015.1
2023-12-21,5.8,-0.1,23.7,6.10,491.37,30383.11,61,92,83,3.6,1006.4
2023-12-22,6.2,3.5,30.4,5.40,19788.94,30381.27,63,77,76,4.8,996.1
2023-12-23,3.5,0.2,27.1,26.20,340.35,30385.12,75,100,89,1.7,1002.9
2023-12-24,7.6,0.6,29.4,4.90,0.00,30394.72,73,96,87,4.2,1010.0
2023-12-25,12.9,4.1,26.0,0.30,3600.00,30410.16,51,99,81,7.9,1011.4
2023-12-26,10.9,2.2,18.3,0.00,24016.90,30431.35,3,42,84,6.6,1015.9
2023-12-27,9.6,1.4,15.7,0.00,25822.41,30458.20,2,30,80,5.4,1024.8
2023-12-28,8.4,-1.1,10.9,0.00,25978.83,30490.60,3,46,91,3.2,1023.4
2023-12-29,5.8,-0.1,7.6,0.00,12977.11,30528.45,3,92,98,2.5,1020.2
2023-12-30,8.4,-0.6,9.2,0.00,20458.15,30571.62,3,62,95,2.1,1018.9
2023-12-31,5.9,-0.4,12.3,0.10,10587.14,30620.02,51,78,95,2.6,1015.9
2024-01-01,7.8,0.9,26.9,3.00,18976.17,30673.52,61,69,88,4.6,1011.6
2024-01-02,7.2,-1.1,19.1,0.00,17475.01,30732.01,3,92,86,3.6,1011.9
2024-01-03,11.6,5.2,18.6,3.10,24119.61,30795.38,53,75,86,7.8,1003.5
2024-01-04,11.3,4.4,29.9,0.20,25312.75,30863.49,51,55,69,8.0,1004.0
2024-01-05,8.8,1.2,22.8,0.00,18690.95,30936.22,3,69,78,5.6,1010.5
2024-01-06,8.4,2.6,11.8,8.00,4107.21,31013.47,61,99,93,5.4,1005.4
2024-01-07,6.2,1.2,18.0,3.40,0.00,31095.09,53,100,88,4.8,1004.2
2024-01-08,2.0,-3.2,22.3,1.00,19642.44,31180.97,73,66,61,-0.5,1016.9
2024-01-09,1.8,-4.7,14.8,0.00,26876.73,31270.99,3,29,48,-2.2,1030.6
2024-01-10,1.6,-6.8,7.4,0.00,26984.06,31365.01,0,0,67,-3.7,1033.9
2024-01-11,2.2,-7.6,22.4,0.00,24851.05,31462.91,3,42,71,-3.0,1026.6
2024-01-12,2.7,-4.7,19.2,0.00,20424.02,31564.58,3,18,70,-1.8,1025.0
2024-01-13,1.6,-3.8,21.4,0.00,12746.66,31670.06,3,44,78,-1.8,1020.9
2024-01-14,3.2,-5.6,21.7,0.00,27456.94,31780.55,3,81,76,-2.0,1011.2
2024-01-15,4.8,-5.5,17.7,0.00,27588.02,31896.05,3,67,71,-0.2,1002.9
2024-01-16,3.8,-4.9,25.0,0.00,27724.30,32016.32,3,36,66,-0.4,1011.1
2024-01-17,2.9,-5.3,13.0,2.20,3835.49,32141.10,61,85,88,-1.2,1006.7
2024-01-18,5.7,0.6,13.3,6.30,591.68,32270.18,61,95,98,2.8,995.4
2024-01-19,4.5,-3.0,31.7,5.00,0.00,32403.29,73,86,77,0.5,1011.7
2024-01-20,3.5,-3.5,19.6,0.00,28244.41,32540.21,0,0,68,-1.5,1029.3
2024-01-21,2.5,-5.0,13.3,0.00,28343.68,32680.70,3,17,73,-2.3,1035.0
2024-01-22,2.7,-7.7,12.8,0.00,28464.47,32824.55,3,52,84,-3.3,1031.8
2024-01-23,7.3,-3.3,19.3,0.60,28532.97,32971.51,73,49,83,0.3,1027.0
2024-01-24,6.3,-3.5,28.3,3.40,145.56,33121.38,61,74,87,1.3,1024.8
2024-01-25,9.3,4.2,37.5,0.00,28732.40,33273.94,3,40,62,7.2,1020.7
2024-01-26,7.6,1.2,18.2,2.80,28851.15,33428.96,61,45,76,3.9,1024.4
2024-01-27,6.9,3.0,37.8,0.50,23966.49,33586.27,53,35,66,4.8,1027.8
2024-01-28,7.8,-2.7,20.2,0.00,29044.63,33745.63,0,4,76,3.0,1036.7
2024-01-29,5.8,-2.3,9.2,0.00,29096.88,33906.86,1,2,78,0.9,1040.1
2024-01-30,5.5,-4.1,12.1,0.00,29236.58,34069.77,2,4,84,-0.6,1040.2
2024-01-31,3.8,-3.8,6.9,0.00,20124.25,34234.15,3,58,81,-0.0,1035.9
2024-02-01,9.6,-3.5,16.4,0.70,8059.70,34399.84,51,76,85,2.5,1027.3
2024-02-02,7.1,1.0,20.6,0.00,28832.96,34566.90,3,77,79,3.4,1027.8
2024-02-03,11.1,4.6,29.6,0.00,20065.68,34737.01,3,86,74,7.7,1022.2
2024-02-04,12.5,6.7,31.3,0.60,22972.92,34910.28,51,83,73,9.3,1019.8
2024-02-05,13.8,8.7,34.8,0.50,12042.59,35086.49,51,94,65,10.9,1015.8
2024-02-06,16.2,4.7,27.8,0.00,31086.50,35265.40,3,48,54,9.9,1015.0
2024-02-07,13.4,0.3,16.3,0.00,31330.08,35446.79,3,42,78,6.8,1009.9
2024-02-08,13.8,5.2,17.5,0.50,13886.19,35630.42,51,87,81,8.3,1005.4
2024-02-09,14.3,7.5,26.9,0.10,14651.38,35816.11,51,99,70,11.1,1000.5
2024-02-10,16.4,10.1,24.8,1.80,30503.94,36003.62,53,84,66,12.9,998.1
2024-02-11,12.2,6.3,16.8,11.20,613.25,36192.77,61,99,90,9.8,995.6
2024-02-12,10.2,6.2,16.7,3.60,619.54,36383.33,53,100,82,8.1,1002.8
2024-02-13,11.2,3.7,24.3,0.00,31094.89,36575.13,3,47,70,7.4,1014.3
2024-02-14,9.8,-1.3,12.8,0.00,30994.60,36767.96,3,34,78,4.1,1023.9
2024-02-15,11.0,2.2,8.6,0.00,31091.47,36961.66,3,67,80,6.3,1024.5
2024-02-16,11.6,0.7,11.0,0.00,33365.38,37156.01,3,26,79,5.6,1024.6
2024-02-17,12.4,0.1,15.1,1.20,24105.55,37350.86,53,36,83,5.5,1027.3
2024-02-18,11.5,2.5,12.7,0.20,33780.87,37546.03,51,37,83,6.1,1031.4
2024-02-19,7.2,-0.4,13.3,1.20,3600.00,37741.34,51,93,91,4.4,1025.2
2024-02-20,12.0,3.7,16.3,0.00,34195.41,37936.62,2,15,80,7.2,1024.0
2024-02-21,11.1,3.6,16.3,0.10,31750.51,38131.73,51,59,77,6.8,1023.2
2024-02-22,12.2,3.0,26.3,0.20,4306.87,38326.73,51,96,70,7.8,1011.1
2024-02-23,13.2,8.6,26.7,2.50,5875.86,38523.29,53,100,74,10.1,1004.0
2024-02-24,13.5,7.4,18.1,1.00,15392.40,38721.59,53,100,74,10.3,1008.1
2024-02-25,12.9,4.1,12.2,1.30,19855.96,38921.46,53,100,90,8.2,1011.6
2024-02-26,14.6,6.8,14.2,0.60,33353.07,39122.74,51,80,87,9.8,1008.6
2024-02-27,15.9,5.7,12.6,0.00,27759.20,39325.26,3,99,81,10.3,1013.5
2024-02-28,15.8,5.2,7.6,0.00,35735.51,39528.86,3,88,83,9.8,1018.5
2024-02-29,16.5,4.9,12.0,0.20,34720.05,39733.39,51,86,84,9.8,1018.3
2024-03-01,12.6,6.6,16.5,2.00,968.28,39938.69,53,96,88,9.3,1011.1
2024-03-02,10.2,5.8,13.8,3.90,0.00,40144.60,53,97,94,7.9,1011.4
2024-03-03,14.6,3.6,14.8,0.20,36000.00,40350.99,51,19,85,8.4,1010.5
2024-03-04,15.2,3.9,8.5,0.00,36040.99,40557.70,3,25,78,9.7,1009.1
2024-03-05,15.6,4.3,14.8,0.80,33832.92,40764.58,53,31,79,9.4,1011.4
2024-03-06,13.9,2.5,11.6,5.70,26410.56,40971.49,61,51,84,7.7,1015.9
2024-03-07,8.0,4.1,16.2,9.90,1539.22,41178.30,71,90,81,5.7,1018.3
2024-03-08,7.4,4.3,12.9,1.40,0.00,41384.85,51,97,88,5.5,1020.4
2024-03-09,11.1,1.2,17.1,0.00,33921.42,41591.02,3,71,79,6.4,1016.8
2024-03-10,14.9,6.1,19.2,0.60,22812.06,41796.65,51,97,76,10.5,1009.9
2024-03-11,14.6,8.2,19.4,3.60,10818.96,42001.61,55,97,81,10.9,1006.1
2024-03-12,11.3,5.9,17.6,0.00,15594.54,42205.76,3,69,84,8.7,1008.9
2024-03-13,13.9,6.5,24.5,1.40,19147.18,42409.19,53,58,73,9.8,1013.4
2024-03-14,13.9,2.3,10.7,0.00,35100.31,42613.41,3,36,70,8.4,1016.7
2024-03-15,14.4,3.7,8.8,0.00,38049.18,42818.60,3,69,70,9.3,1016.6
2024-03-16,13.9,5.8,11.9,3.90,14644.20,43024.64,61,99,85,9.4,1017.8
2024-03-17,12.1,4.4,25.5,0.00,38793.55,43231.40,3,32,66,8.7,1020.5
2024-03-18,11.0,2.8,16.9,0.00,36846.64,43438.75,3,77,61,6.0,1017.6
2024-03-19,8.4,0.6,9.7,0.00,33203.42,43646.58,3,53,60,4.3,1021.5
2024-03-20,12.6,-1.5,10.3,0.00,39660.55,43854.75,3,47,71,5.2,1023.3
2024-03-21,15.8,1.8,8.4,0.00,37255.07,44063.14,3,90,68,8.6,1020.2
2024-03-22,16.0,6.2,14.5,0.40,22710.52,44271.63,51,98,74,10.3,1018.3
2024-03-23,19.0,5.1,29.1,1.10,15440.04,44480.10,53,95,71,11.4,1009.1
2024-03-24,11.3,3.2,24.7,0.40,35556.54,44688.40,51,60,70,7.3,1007.7
2024-03-25,11.2,2.3,24.0,0.50,41338.34,44896.43,51,31,67,6.4,1008.1
2024-03-26,15.4,-0.2,25.4,0.00,41544.98,45104.05,3,42,58,8.3,1007.6
2024-03-27,17.5,7.3,22.7,0.00,28618.92,45311.13,3,88,62,12.5,999.9
2024-03-28,16.7,9.6,38.8,7.00,30520.55,45517.55,61,78,67,12.8,999.2
2024-03-29,19.0,3.7,25.3,0.50,37544.19,45723.18,51,69,72,12.1,1011.2
2024-03-30,22.6,11.1,15.5,0.00,42084.18,45927.88,3,48,62,16.1,1010.1
2024-03-31,22.6,10.7,20.9,0.00,31124.21,46131.52,3,77,54,15.9,1007.6
2024-04-01,25.2,13.1,29.5,0.00,38949.55,46333.96,3,88,52,19.1,1003.6
2024-04-02,15.2,8.9,29.6,5.10,21003.72,46535.29,55,78,68,11.4,1007.6
2024-04-03,18.0,6.8,20.6,0.20,31841.87,46736.90,51,55,60,12.7,1013.3
2024-04-04,17.8,9.6,20.9,0.50,37737.76,46939.00,51,67,71,13.1,1015.4
2024-04-05,20.5,8.6,17.3,1.20,41802.20,47141.45,53,73,74,14.5,1019.4
2024-04-06,24.0,10.1,10.8,0.00,34286.50,47344.13,3,98,73,16.2,1018.9
2024-04-07,23.5,10.1,12.9,0.00,42743.20,47546.93,3,79,72,16.7,1021.0
2024-04-08,24.4,10.0,17.3,0.00,42825.12,47749.71,3,95,61,17.0,1019.0
2024-04-09,25.0,9.7,18.0,0.00,39718.66,47952.35,3,94,60,17.3,1014.2
2024-04-10,19.5,11.4,27.2,0.00,37478.03,48154.71,3,93,66,14.9,1019.1
2024-04-11,21.9,9.4,11.7,0.00,43219.59,48356.67,3,80,69,15.5,1028.7
2024-04-12,21.9,9.1,11.8,0.00,44180.88,48558.09,3,18,67,15.5,1029.4
2024-04-13,23.9,12.6,17.1,0.00,44514.30,48758.84,3,42,59,17.7,1025.5
2024-04-14,28.2,10.4,20.9,0.00,44402.25,48958.75,3,78,62,19.3,1019.6
2024-04-15,25.7,12.2,19.1,0.10,31646.92,49157.72,51,91,61,18.5,1009.1
2024-04-16,14.3,4.3,23.7,12.20,0.00,49355.57,61,99,84,9.2,1006.2
2024-04-17,12.1,3.5,15.8,0.30,36900.68,49552.17,51,94,71,8.1,1003.9
2024-04-18,13.1,3.7,17.7,1.50,33402.99,49747.36,53,65,67,8.2,1008.7
2024-04-19,12.4,2.5,17.4,0.50,43885.75,49940.97,51,32,63,7.4,1013.1
2024-04-20,12.1,4.3,14.3,0.70,39286.26,50132.86,51,57,67,8.1,1010.9
2024-04-21,13.4,2.8,17.1,0.40,42345.31,50322.85,51,67,70,8.1,1013.3
2024-04-22,11.4,4.8,13.7,6.60,45652.18,50510.99,73,61,77,7.8,1017.8
2024-04-23,13.9,3.8,21.2,1.70,17375.62,50698.67,53,88,73,9.3,1013.3
2024-04-24,9.4,4.9,21.8,20.40,0.00,50886.05,63,100,89,7.7,1004.9
2024-04-25,13.3,3.0,14.7,0.00,46448.43,51072.99,3,22,70,8.0,1009.1
2024-04-26,14.7,2.0,16.3,0.30,42691.21,51259.36,51,38,70,9.5,1013.2
2024-04-27,18.5,5.6,16.8,0.20,46729.84,51445.00,51,28,68,12.7,1017.0
2024-04-28,23.5,6.7,20.9,0.00,46824.24,51629.77,3,40,65,15.5,1020.3
2024-04-29,24.6,9.5,15.8,0.00,47021.46,51813.52,3,59,63,17.2,1023.9
2024-04-30,23.4,10.1,18.4,0.00,47205.01,51996.11,1,4,59,17.2,1023.8
2024-05-01,22.6,10.6,23.9,0.40,45174.41,52177.36,51,46,56,17.1,1017.0
2024-05-02,21.6,13.6,22.1,1.70,36088.16,52357.11,53,71,71,16.5,1010.6
2024-05-03,19.1,11.7,20.2,0.60,22343.15,52535.19,51,92,75,15.5,1009.6
2024-05-04,24.7,11.9,21.9,0.00,47590.00,52711.45,3,36,63,18.1,1012.0
2024-05-05,24.4,12.6,17.3,0.00,47082.93,52885.69,3,41,67,18.5,1012.8
2024-05-06,24.1,11.2,21.3,0.00,39600.00,53057.74,3,62,65,18.4,1009.9
2024-05-07,22.2,15.1,22.1,1.00,43471.56,53227.41,51,91,66,17.9,1011.2
2024-05-08,19.2,13.2,11.2,0.50,30366.00,53394.53,51,91,73,15.7,1017.7
2024-05-09,21.5,11.4,17.2,0.00,45029.63,53558.88,3,33,58,15.9,1020.4
2024-05-10,21.5,9.2,7.6,0.00,47925.70,53720.28,3,34,61,15.9,1020.5
2024-05-11,22.1,11.3,10.9,0.00,42482.02,53878.52,3,64,58,17.3,1019.1
2024-05-12,21.1,11.9,16.7,0.30,47593.77,54033.58,51,42,58,16.5,1019.3
2024-05-13,20.7,9.2,13.5,0.00,45993.57,54186.73,3,37,44,15.1,1018.9
2024-05-14,22.6,7.9,15.9,0.00,49411.67,54338.07,2,11,50,16.1,1014.7
2024-05-15,22.2,8.9,18.8,0.50,49126.51,54487.46,51,11,57,16.0,1015.5
2024-05-16,22.4,9.9,26.7,0.00,29711.49,54634.75,3,95,54,17.2,1015.2
2024-05-17,17.6,11.1,22.8,12.60,17473.15,54779.79,63,76,79,14.3,1012.4
2024-05-18,20.7,10.5,8.9,0.90,36048.27,54922.43,53,43,79,15.8,1014.3
2024-05-19,23.3,11.9,9.7,0.90,49001.21,55062.50,51,44,76,17.7,1012.1
2024-05-20,25.6,13.8,16.3,8.70,46460.04,55199.84,63,74,82,18.5,1012.0
2024-05-21,25.3,15.4,26.4,33.90,47107.71,55334.29,65,91,79,19.8,1010.1
2024-05-22,21.6,14.4,13.1,7.70,42617.59,55465.68,63,80,79,18.0,1010.1
2024-05-23,23.6,13.6,13.2,1.80,45525.78,55593.83,53,94,72,18.8,1013.9
2024-05-24,20.9,14.1,9.4,10.80,26742.19,55718.59,63,92,86,17.1,1018.5
2024-05-25,25.2,13.1,20.1,0.50,50067.36,55839.75,51,77,70,19.4,1018.5
2024-05-26,25.1,13.9,13.9,0.00,47242.54,55957.16,3,94,66,19.9,1018.9
2024-05-27,26.1,13.7,9.5,0.00,50341.38,56070.63,3,48,59,20.5,1018.7
2024-05-28,25.6,12.4,16.1,0.00,50197.47,56179.98,3,21,56,19.7,1015.3
2024-05-29,25.5,14.5,20.7,0.30,50587.58,56285.02,51,33,63,19.8,1012.2
2024-05-30,25.6,14.8,9.8,0.40,51358.09,56385.57,51,42,58,20.6,1006.3
2024-05-31,25.0,14.5,16.2,6.40,47668.18,56481.45,61,85,78,19.1,1006.3
2024-06-01,22.1,14.0,20.2,3.20,45458.39,56572.59,55,54,74,17.9,1010.5
2024-06-02,23.4,12.1,15.7,0.10,50497.18,56659.75,51,55,70,18.4,1014.5
2024-06-03,23.2,15.9,12.4,12.50,33157.42,56743.02,63,95,80,19.0,1012.9
2024-06-04,21.1,14.9,20.3,7.90,39600.00,56822.32,61,65,81,17.6,1011.6
2024-06-05,24.0,12.8,10.4,1.20,51734.75,56897.56,53,15,74,18.8,1014.2
2024-06-06,27.0,14.3,13.3,0.10,51586.53,56968.64,51,23,68,21.7,1016.8
2024-06-07,27.0,17.7,11.8,0.50,43743.26,57035.49,51,59,72,22.2,1016.1
2024-06-08,27.2,17.0,10.7,0.60,51747.56,57098.02,53,59,71,22.7,1013.7
2024-06-09,26.4,18.6,13.7,17.50,46369.01,57156.16,65,74,73,22.4,1008.0
2024-06-10,24.9,17.5,21.9,12.90,25084.85,57209.81,63,85,85,20.6,1004.6
2024-06-11,23.2,16.2,19.6,3.40,39600.00,57258.91,61,57,72,19.3,1009.4
2024-06-12,20.9,13.6,16.3,2.40,26664.36,57303.38,53,80,76,16.7,1014.5
2024-06-13,20.5,12.4,15.3,0.40,33132.39,57343.14,51,75,73,16.1,1014.9
2024-06-14,22.4,11.2,10.2,0.00,40684.63,57378.11,3,45,65,17.4,1015.8
2024-06-15,25.3,11.7,15.0,0.00,48989.82,57408.24,3,30,65,19.7,1012.5
2024-06-16,24.2,16.7,17.8,2.40,47335.90,57433.45,61,52,70,20.4,1010.7
2024-06-17,27.4,15.3,13.4,0.00,52232.91,57453.68,3,21,64,22.0,1015.3
2024-06-18,29.9,16.2,11.0,0.00,51918.39,57468.86,3,24,61,24.4,1017.2
2024-06-19,32.0,18.0,20.9,0.00,51604.32,57478.94,3,45,63,25.8,1014.2
2024-06-20,31.1,20.1,12.1,0.00,49591.70,57483.86,3,59,64,26.2,1018.0
2024-06-21,32.4,19.8,12.3,0.00,51757.91,57483.56,3,47,54,26.6,1016.1
2024-06-22,28.0,20.2,23.3,13.30,43884.08,57477.99,65,67,71,24.1,1010.4
2024-06-23,26.9,19.1,14.3,0.60,46917.57,57467.21,53,52,70,23.1,1012.1
2024-06-24,28.4,18.1,13.6,0.00,51135.15,57451.28,3,17,60,23.2,1015.3
2024-06-25,28.0,16.6,12.9,0.00,51485.92,57430.25,3,46,61,23.0,1015.8
2024-06-26,29.0,19.0,13.7,5.90,37843.62,57404.22,63,91,79,22.7,1013.5
2024-06-27,27.6,19.0,13.5,4.30,34747.27,57373.26,63,93,82,22.2,1011.2
2024-06-28,29.2,18.2,7.4,0.00,50684.86,57337.45,3,31,75,23.9,1014.6
2024-06-29,31.0,19.8,7.6,0.10,51131.87,57296.86,51,36,69,25.9,1016.6
2024-06-30,33.4,20.4,20.5,0.50,46800.00,57251.58,53,63,62,27.3,1010.9
2024-07-01,28.0,19.9,20.9,3.10,51563.95,57201.70,63,63,70,23.5,1009.6
2024-07-02,24.1,17.4,26.9,0.60,30561.15,57147.31,51,85,61,20.8,1007.6
2024-07-03,24.0,14.1,14.8,0.00,47266.67,57088.49,3,42,56,19.7,1007.4
2024-07-04,24.6,14.9,17.8,0.40,51401.25,57025.34,51,33,59,20.1,1009.6
2024-07-05,27.1,16.1,20.7,0.00,49452.34,56957.95,3,39,56,22.0,1014.6
2024-07-06,31.1,16.2,20.5,0.00,50571.68,56886.41,3,66,54,24.3,1013.0
2024-07-07,30.5,18.2,14.0,0.00,51511.52,56810.81,3,29,57,25.4,1012.6
2024-07-08,31.5,19.5,10.8,2.10,51368.68,56731.27,61,36,60,26.1,1015.5
2024-07-09,34.0,20.7,10.7,0.00,51229.67,56647.85,3,33,56,28.1,1017.3
2024-07-10,35.5,22.2,13.2,0.00,51094.73,56560.67,3,57,56,28.8,1016.2
2024-07-11,34.7,22.1,16.9,0.20,48831.56,56469.69,51,39,62,28.3,1014.9
2024-07-12,36.3,21.9,21.1,1.60,48649.90,56374.07,53,58,56,29.1,1011.2
2024-07-13,33.0,22.2,14.2,9.90,50400.00,56273.82,65,48,62,28.1,1009.9
2024-07-14,30.6,20.9,20.3,28.10,50947.96,56169.12,65,45,72,26.1,1011.6
2024-07-15,33.8,23.5,9.3,0.20,50400.00,56060.15,51,47,58,29.0,1012.7
2024-07-16,32.7,24.4,13.7,0.50,50495.42,55947.11,53,47,63,28.5,1011.9
2024-07-17,31.8,23.6,16.7,0.70,48762.62,55830.18,51,54,65,27.3,1015.0
2024-07-18,31.5,21.5,13.2,1.40,50393.67,55709.54,53,28,69,26.4,1018.6
2024-07-19,30.8,21.4,7.8,0.50,50348.34,55585.39,53,36,61,26.5,1017.2
2024-07-20,28.1,20.2,11.5,0.70,12645.07,55457.89,51,98,64,23.5,1011.8
2024-07-21,28.8,19.8,10.2,0.70,50227.49,55327.21,51,34,70,24.4,1008.8
2024-07-22,32.4,19.6,12.0,0.90,48166.16,55193.55,53,37,63,26.0,1011.2
2024-07-23,28.9,21.7,13.3,3.60,50108.18,55057.06,63,65,68,25.2,1014.2
2024-07-24,28.4,20.7,21.9,0.00,50084.34,54917.92,3,26,53,24.4,1012.5
2024-07-25,26.6,17.0,18.6,0.30,46731.34,54776.29,51,32,52,22.2,1012.4
2024-07-26,28.3,14.6,11.1,0.00,49915.53,54632.32,2,19,52,22.5,1013.7
2024-07-27,31.6,16.5,14.1,0.00,49847.85,54486.20,2,12,50,24.8,1016.6
2024-07-28,32.8,18.9,25.1,0.10,49778.52,54338.06,51,37,53,25.4,1018.0
2024-07-29,27.0,16.4,21.0,0.00,49707.56,54188.05,0,2,45,22.4,1020.6
2024-07-30,28.1,14.5,11.4,0.00,49635.05,54036.34,3,4,47,22.1,1018.7
2024-07-31,30.4,15.0,9.1,0.00,49560.77,53882.86,1,3,48,23.6,1015.5
2024-08-01,32.0,17.4,14.5,1.80,35873.55,53726.38,61,75,57,24.0,1011.4
2024-08-02,28.0,19.5,15.4,3.30,21732.25,53566.81,53,89,75,22.9,1007.8
2024-08-03,26.1,17.4,30.7,0.00,49324.72,53404.35,3,25,57,21.7,1008.4
2024-08-04,28.3,13.6,18.2,0.00,44058.94,53239.20,3,44,62,21.8,1012.1
2024-08-05,27.1,17.0,23.2,0.60,36383.59,53071.55,51,58,65,21.7,1012.2
2024-08-06,26.6,15.7,16.3,0.00,47818.31,52901.58,3,24,56,21.3,1013.4
2024-08-07,28.7,15.1,11.6,0.00,41366.07,52729.48,3,48,57,22.6,1014.2
2024-08-08,26.8,17.7,12.2,3.90,24607.30,52555.41,63,75,70,22.4,1014.0
2024-08-09,29.0,17.5,17.8,0.00,48478.32,52379.56,3,26,58,23.5,1015.7
2024-08-10,32.0,17.6,15.5,0.00,44087.72,52202.09,3,31,53,25.3,1019.1
2024-08-11,33.3,20.5,12.6,0.00,46705.64,52023.16,3,15,52,27.2,1018.6
2024-08-12,33.3,20.8,9.3,0.00,47240.36,51842.93,3,41,52,27.1,1014.8
2024-08-13,35.0,21.9,14.2,0.00,44876.87,51661.57,3,54,50,28.2,1011.6
2024-08-14,35.8,22.6,14.2,0.00,46819.04,51479.22,2,31,41,28.6,1012.8
2024-08-15,34.5,21.6,12.9,12.70,43603.57,51296.02,63,39,57,28.0,1015.0
2024-08-16,35.2,22.9,9.9,0.00,39820.98,51112.14,3,59,49,29.0,1014.7
2024-08-17,33.2,22.5,11.6,0.10,44884.85,50927.70,51,61,62,27.1,1012.5
2024-08-18,31.6,19.5,17.5,0.30,43200.00,50742.85,51,70,67,25.7,1008.4
2024-08-19,31.6,20.1,16.6,0.00,40870.41,50557.71,3,91,68,25.8,1009.2
2024-08-20,31.0,21.9,11.9,1.60,43943.87,50372.23,55,61,70,26.2,1010.8
2024-08-21,29.0,20.5,29.0,0.00,44787.09,50185.05,3,35,68,24.6,1010.8
2024-08-22,26.1,17.9,15.9,0.00,33534.17,49996.04,3,80,54,22.4,1015.0
2024-08-23,30.1,15.4,10.0,0.00,45507.07,49805.37,3,36,61,23.3,1015.6
2024-08-24,33.0,17.0,9.1,0.00,45431.63,49613.19,3,65,58,25.3,1016.8
2024-08-25,33.0,19.3,9.6,0.00,43563.40,49419.64,3,37,52,26.7,1014.5
2024-08-26,33.2,21.1,11.8,0.20,39724.73,49224.88,51,69,58,26.7,1015.5
2024-08-27,31.5,21.0,12.6,0.80,38828.18,49029.04,53,79,63,26.0,1017.5
2024-08-28,31.8,21.2,11.7,0.00,44390.12,48832.27,3,43,61,26.2,1018.6
2024-08-29,31.7,20.4,11.5,0.00,44583.18,48634.70,2,12,54,26.1,1017.1
2024-08-30,31.7,19.6,10.0,0.00,44316.47,48436.47,1,7,55,25.5,1017.3
2024-08-31,32.2,20.1,8.2,0.00,43557.53,48237.71,2,18,56,25.8,1017.6
2024-09-01,31.8,20.3,11.7,0.00,43917.66,48038.54,3,14,48,25.9,1016.1
2024-09-02,31.3,18.5,9.5,0.00,43661.92,47839.09,3,26,54,25.2,1014.4
2024-09-03,32.2,18.8,12.6,0.00,43411.70,47639.48,3,51,52,25.5,1016.1
2024-09-04,32.0,18.9,11.7,0.00,42449.28,47439.84,3,40,50,25.1,1015.2
2024-09-05,29.0,19.8,21.6,0.00,42825.00,47240.29,3,8,41,24.0,1014.1
2024-09-06,28.9,18.8,17.4,0.00,38413.15,47040.93,3,75,46,23.1,1013.8
2024-09-07,29.1,16.9,12.5,0.20,42025.62,46841.90,51,16,62,23.2,1017.0
2024-09-08,30.5,19.0,21.3,0.00,34232.55,46643.31,3,44,47,24.8,1013.9
2024-09-09,23.6,17.0,18.7,11.40,0.00,46445.06,61,97,71,19.2,1006.7
2024-09-10,23.1,15.1,23.7,1.80,34243.82,46245.82,55,92,74,18.6,1007.3
2024-09-11,24.0,14.1,13.5,0.00,41730.71,46045.44,3,31,65,18.7,1008.6
2024-09-12,23.5,13.2,18.6,0.00,28118.46,45844.03,3,79,72,16.7,1007.9
2024-09-13,17.5,10.0,17.8,10.70,0.00,45641.73,61,99,88,12.8,1004.0
2024-09-14,14.2,9.6,14.7,12.40,2285.86,45438.66,63,100,83,11.8,1006.1
2024-09-15,12.7,10.2,23.8,18.00,0.00,45234.95,65,100,88,11.6,1008.1
2024-09-16,15.6,9.9,21.6,10.20,5105.03,45030.70,61,77,91,12.4,1010.2
2024-09-17,18.9,8.0,11.2,0.00,38543.14,44826.05,3,33,84,13.4,1020.4
2024-09-18,23.3,13.6,18.0,0.00,39514.72,44621.12,3,43,69,17.7,1021.8
2024-09-19,21.8,12.6,21.6,0.00,39787.17,44416.02,2,11,67,17.0,1020.7
2024-09-20,21.7,12.0,16.2,0.00,39865.09,44210.86,1,11,58,16.4,1023.5
2024-09-21,22.3,9.7,11.0,0.00,39778.03,44005.77,3,8,65,15.5,1024.2
2024-09-22,22.5,9.2,7.7,0.00,39669.24,43800.85,0,0,66,15.4,1020.1
2024-09-23,23.8,8.6,12.5,0.00,39528.29,43596.24,3,15,67,15.6,1014.9
2024-09-24,21.5,9.9,11.5,1.40,27375.92,43392.04,55,80,75,15.7,1011.8
2024-09-25,20.7,12.1,16.1,0.70,30889.42,43188.37,51,64,85,16.0,1013.9
